name,pos,scale,Rotation
Tx_Box(Clone),-2.58,0.5,-1.53,1,1,1,0,0,0
Tx_Box(Clone),-2.58,0.5,-0.53,1,1,1,0,0,0
Tx_Box(Clone),-2.58,0.5,0.47,1,1,1,0,0,0
Tx_Box(Clone),-2.58,0.5,1.47,1,1,1,0,0,0
Tx_Box(Clone),-2.58,0.5,2.47,1,1,1,0,0,0
Tx_Box(Clone),-1.58,0.5,-1.53,1,1,1,0,0,0
Tx_Box(Clone),-1.58,0.5,-0.53,1,1,1,0,0,0
Tx_Box(Clone),-1.58,0.5,0.47,1,1,1,0,0,0
Tx_Box(Clone),-1.58,0.5,1.47,1,1,1,0,0,0
Tx_Box(Clone),-1.58,0.5,2.47,1,1,1,0,0,0
Tx_Box(Clone),-0.58,0.5,-1.53,1,1,1,0,0,0
Tx_Box(Clone),-0.58,0.5,-0.53,1,1,1,0,0,0
Tx_Box(Clone),-0.58,0.5,0.47,1,1,1,0,0,0
Tx_Box(Clone),-0.58,0.5,1.47,1,1,1,0,0,0
Tx_Box(Clone),-0.58,0.5,2.47,1,1,1,0,0,0
Tx_Box(Clone),0.42,0.5,-1.53,1,1,1,0,0,0
Tx_Box(Clone),0.42,0.5,-0.53,1,1,1,0,0,0
Tx_Box(Clone),0.42,0.5,0.47,1,1,1,0,0,0
Tx_Box(Clone),0.42,0.5,1.47,1,1,1,0,0,0
Tx_Box(Clone),0.42,0.5,2.47,1,1,1,0,0,0
Tx_Box(Clone),1.42,0.5,-1.53,1,1,1,0,0,0
Tx_Box(Clone),1.42,0.5,-0.53,1,1,1,0,0,0
Tx_Box(Clone),1.42,0.5,0.47,1,1,1,0,0,0
Tx_Box(Clone),1.42,0.5,1.47,1,1,1,0,0,0
Tx_Box(Clone),1.42,0.5,2.47,1,1,1,0,0,0
Tx_Box(Clone),-2.58,0.5,-7.62,1,1,1,0,0,0
Tx_Box(Clone),-2.58,0.5,-6.62,1,1,1,0,0,0
Tx_Box(Clone),-2.58,0.5,-5.62,1,1,1,0,0,0
Tx_Box(Clone),-2.58,0.5,-4.62,1,1,1,0,0,0
Tx_Box(Clone),-2.58,0.5,-3.62,1,1,1,0,0,0
Tx_Box(Clone),-1.58,0.5,-7.62,1,1,1,0,0,0
Tx_Box(Clone),-1.58,0.5,-6.62,1,1,1,0,0,0
Tx_Box(Clone),-1.58,0.5,-5.62,1,1,1,0,0,0
Tx_Box(Clone),-1.58,0.5,-4.62,1,1,1,0,0,0
Tx_Box(Clone),-1.58,0.5,-3.62,1,1,1,0,0,0
Tx_Box(Clone),-0.58,0.5,-7.62,1,1,1,0,0,0
Tx_Box(Clone),-0.58,0.5,-6.62,1,1,1,0,0,0
Tx_Box(Clone),-0.58,0.5,-5.62,1,1,1,0,0,0
Tx_Box(Clone),-0.58,0.5,-4.62,1,1,1,0,0,0
Tx_Box(Clone),-0.58,0.5,-3.62,1,1,1,0,0,0
Tx_Box(Clone),0.42,0.5,-7.62,1,1,1,0,0,0
Tx_Box(Clone),0.42,0.5,-6.62,1,1,1,0,0,0
Tx_Box(Clone),0.42,0.5,-5.62,1,1,1,0,0,0
Tx_Box(Clone),0.42,0.5,-4.62,1,1,1,0,0,0
Tx_Box(Clone),0.42,0.5,-3.62,1,1,1,0,0,0
Tx_Box(Clone),1.42,0.5,-7.62,1,1,1,0,0,0
Tx_Box(Clone),1.42,0.5,-6.62,1,1,1,0,0,0
Tx_Box(Clone),1.42,0.5,-5.62,1,1,1,0,0,0
Tx_Box(Clone),1.42,0.5,-4.62,1,1,1,0,0,0
Tx_Box(Clone),1.42,0.5,-3.62,1,1,1,0,0,0
Tx_Box(Clone),2.4016,0.768,-4.836,1,1,1,0,0,6.108652
Tx_Box(Clone),4.219,0.19,-4.836,1,1,1,0,0,5.934119
Tx_Box(Clone),3.28,0.533,-4.836,1,1,1,0,0,5.934119
Cube (3),2.4016,0.768,-4.836,1,1,1,0,0,6.108652
Cube (2),3.28,0.533,-4.836,1,1,1,0,0,5.934119
Cube (1),4.219,0.19,-4.836,1,1,1,0,0,5.934119
maguma (1),0.5,0.02,-2.51,1,1,1,0,0,0
Goal,-5.5,1,1.63,1,1,1,0,0,0
Cube,-0.58,0.5,-5.62,5,1,5,0,0,0
maguma,-0.68,0.02,3.85,1,1,1,0,0,0
Cube,-0.58,0.5,0.47,5,1,5,0,0,0
GameObject,9.977436,-16.87623,-1.476633,1,1,1,0,0,0
Tx_Box,0,-10,0,1,1,1,0,0,0
Cube,-0.84,0.768,5.46,1,1,1,0.174533,0,0
Player,-5.6,0.91,3.28,1,1,1,0,0,0
Obj_Rock,1.35,2,-4.836,1,1,1,0,0,0
Cube,-0.84,0.19,7.269,1,1,1,0.3490658,0,0
Cube,-0.84,0.533,6.333,1,1,1,0.3490658,0,0
RescurTarget_1,-0.22,2,-7.11,1,1,1,0,0,0
