name,pos,scale,Rotation,,,,,,
Tx_Box(Clone),-7.63,1.09,-3.99,1,1,1,5.934119,0,0
Tx_Box(Clone),-7.63,1.43,-3.049999,1,1,1,5.934119,0,0
Tx_Box(Clone),-7.63,1.76,-2.119999,1,1,1,5.934119,0,0
Tx_Box(Clone),-7.63,1.91,-1.34,1,1,1,0,0,0
Tx_Box(Clone),-17.55,1.89,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-17.55,1.89,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-17.55,1.89,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-17.55,1.89,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-17.55,1.89,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-17.55,1.89,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-17.55,1.89,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-17.55,1.89,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-17.55,1.89,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-17.55,1.89,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-16.55,1.89,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-16.55,1.89,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-16.55,1.89,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-16.55,1.89,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-16.55,1.89,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-16.55,1.89,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-16.55,1.89,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-16.55,1.89,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-16.55,1.89,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-16.55,1.89,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-15.55,1.89,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-15.55,1.89,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-15.55,1.89,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-15.55,1.89,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-15.55,1.89,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-15.55,1.89,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-15.55,1.89,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-15.55,1.89,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-15.55,1.89,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-15.55,1.89,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-14.55,1.89,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-14.55,1.89,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-14.55,1.89,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-14.55,1.89,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-14.55,1.89,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-14.55,1.89,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-14.55,1.89,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-14.55,1.89,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-14.55,1.89,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-14.55,1.89,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-13.55,1.89,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-13.55,1.89,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-13.55,1.89,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-13.55,1.89,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-13.55,1.89,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-13.55,1.89,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-13.55,1.89,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-13.55,1.89,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-13.55,1.89,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-13.55,1.89,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-12.55,1.89,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-12.55,1.89,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-12.55,1.89,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-12.55,1.89,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-12.55,1.89,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-12.55,1.89,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-12.55,1.89,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-12.55,1.89,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-12.55,1.89,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-12.55,1.89,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-11.55,1.89,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-11.55,1.89,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-11.55,1.89,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-11.55,1.89,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-11.55,1.89,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-11.55,1.89,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-11.55,1.89,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-11.55,1.89,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-11.55,1.89,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-11.55,1.89,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-10.55,1.89,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-10.55,1.89,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-10.55,1.89,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-10.55,1.89,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-10.55,1.89,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-10.55,1.89,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-10.55,1.89,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-10.55,1.89,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-10.55,1.89,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-10.55,1.89,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-9.55,1.89,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-9.55,1.89,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-9.55,1.89,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-9.55,1.89,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-9.55,1.89,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-9.55,1.89,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-9.55,1.89,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-9.55,1.89,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-9.55,1.89,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-9.55,1.89,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-8.55,1.89,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-8.55,1.89,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-8.55,1.89,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-8.55,1.89,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-8.55,1.89,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-8.55,1.89,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-8.55,1.89,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-8.55,1.89,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-8.55,1.89,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-8.55,1.89,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-7.589999,0.94,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-7.589999,0.94,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-7.589999,0.94,-8.27,1,1,1,0,0,0
Tx_Box(Clone),-7.589999,0.94,-7.27,1,1,1,0,0,0
Tx_Box(Clone),-7.589999,0.94,-6.27,1,1,1,0,0,0
Tx_Box(Clone),-7.589999,0.94,-5.27,1,1,1,0,0,0
Tx_Box(Clone),-7.589999,0.94,-4.27,1,1,1,0,0,0
Tx_Box(Clone),-7.589999,0.94,-3.27,1,1,1,0,0,0
Tx_Box(Clone),-7.589999,0.94,-2.27,1,1,1,0,0,0
Tx_Box(Clone),-7.589999,0.94,-1.27,1,1,1,0,0,0
Tx_Box(Clone),-6.589999,0.94,-10.27,1,1,1,0,0,0
Tx_Box(Clone),-6.589999,0.94,-9.27,1,1,1,0,0,0
Tx_Box(Clone),-6.589999,0.94,-8.27,1,1,1,0,0,0
