name,pos,scale,Rotation,,,,,,
Tx_Box(Clone),-2,1,0.5,1,1,1,0,0,0
Tx_Box(Clone),-2,1,1.5,1,1,1,0,0,0
Tx_Box(Clone),-2,1,2.5,1,1,1,0,0,0
Tx_Box(Clone),-2,1,3.5,1,1,1,0,0,0
Tx_Box(Clone),-2,1,4.5,1,1,1,0,0,0
Tx_Box(Clone),-2,1,5.5,1,1,1,0,0,0
Tx_Box(Clone),-2,1,6.5,1,1,1,0,0,0
Tx_Box(Clone),-2,1,7.5,1,1,1,0,0,0
Tx_Box(Clone),-1,1,0.5,1,1,1,0,0,0
Tx_Box(Clone),-1,1,1.5,1,1,1,0,0,0
Tx_Box(Clone),-1,1,2.5,1,1,1,0,0,0
Tx_Box(Clone),-1,1,3.5,1,1,1,0,0,0
Tx_Box(Clone),-1,1,4.5,1,1,1,0,0,0
Tx_Box(Clone),-1,1,5.5,1,1,1,0,0,0
Tx_Box(Clone),-1,1,6.5,1,1,1,0,0,0
Tx_Box(Clone),-1,1,7.5,1,1,1,0,0,0
Tx_Box(Clone),0,1,0.5,1,1,1,0,0,0
Tx_Box(Clone),0,1,1.5,1,1,1,0,0,0
Tx_Box(Clone),0,1,2.5,1,1,1,0,0,0
Tx_Box(Clone),0,1,3.5,1,1,1,0,0,0
Tx_Box(Clone),0,1,4.5,1,1,1,0,0,0
Tx_Box(Clone),0,1,5.5,1,1,1,0,0,0
Tx_Box(Clone),0,1,6.5,1,1,1,0,0,0
Tx_Box(Clone),0,1,7.5,1,1,1,0,0,0
Tx_Box(Clone),1,1,0.5,1,1,1,0,0,0
Tx_Box(Clone),1,1,1.5,1,1,1,0,0,0
Tx_Box(Clone),1,1,2.5,1,1,1,0,0,0
Tx_Box(Clone),1,1,3.5,1,1,1,0,0,0
Tx_Box(Clone),1,1,4.5,1,1,1,0,0,0
Tx_Box(Clone),1,1,5.5,1,1,1,0,0,0
Tx_Box(Clone),1,1,6.5,1,1,1,0,0,0
Tx_Box(Clone),1,1,7.5,1,1,1,0,0,0
Tx_Box(Clone),2,1,0.5,1,1,1,0,0,0
Tx_Box(Clone),2,1,1.5,1,1,1,0,0,0
Tx_Box(Clone),2,1,2.5,1,1,1,0,0,0
Tx_Box(Clone),2,1,3.5,1,1,1,0,0,0
Tx_Box(Clone),2,1,4.5,1,1,1,0,0,0
Tx_Box(Clone),2,1,5.5,1,1,1,0,0,0
Tx_Box(Clone),2,1,6.5,1,1,1,0,0,0
Tx_Box(Clone),2,1,7.5,1,1,1,0,0,0
Wall,0,1,-8.5,7,3,1,0,0,0
Wall,0,1,8.5,7,3,1,0,0,0
Wall,3,1,0,1,3,16,0,0,0
Wall,-3,1,0,1,3,16,0,0,0
Cube,0,0.566,-0.616,5,1,2,5.759586,0,0
Cube,0,1,4,5,1,8,0,0,0
stage,0,-0.5,0,20,1,20,0,0,0
GameObject (1),0,0,0,1,1,1,0,0,0
Goal,0,1,-3,1,1,1,0,0,0
Tx_Box,0,-1,0,1,1,1,0,0,0
Tx_Box(Clone),0,0.566,-0.616,5,1,2,5.759586,0,0
Player,0,1,-2,1,1,1,0,0,0
RescurTarget_1,0,2,7.5,1,1,1,0,0,0
