name,pos,scale,Rotation,,,,,,
Tx_Box(Clone),-4.455001,0.5200001,-7.06,1,1,1,0,0,5.934119
Tx_Box(Clone),-5.396001,0.863,-7.06,1,1,1,0,0,5.934119
Tx_Box(Clone),-3.516001,0.179,-7.06,1,1,1,0,0,5.934119
Tx_Box(Clone),0.01,0.024,7.34,1,1,1,0,0,0.3490658
Tx_Box(Clone),-6.19,1,-7.05,1,1,1,0,0,0
Tx_Box(Clone),-6.19,1,-6.05,1,1,1,0,0,0
Tx_Box(Clone),-6.19,1,-5.05,1,1,1,0,0,0
Tx_Box(Clone),-6.19,1,-4.05,1,1,1,0,0,0
Tx_Box(Clone),-6.19,1,-3.05,1,1,1,0,0,0
Tx_Box(Clone),-8.84,0.02,0.143,1,1,1,5.934119,0,0
Tx_Box(Clone),-8.84,0.36,1.08,1,1,1,5.934119,0,0
Tx_Box(Clone),0.938,0.36,7.34,1,1,1,0,0,0.3490658
Tx_Box(Clone),-8.84,0.5,1.877,1,1,1,0,0,0
Tx_Box(Clone),-6.51,1,-2.046,1,1,1,0,0,0
Tx_Box(Clone),-5.51,1,-2.046,1,1,1,0,0,0
Tx_Box(Clone),-4.51,1,-2.046,1,1,1,0,0,0
Tx_Box(Clone),-3.51,1,-2.046,1,1,1,0,0,0
Tx_Box(Clone),-2.51,1,-2.046,1,1,1,0,0,0
Tx_Box(Clone),-1.51,1,-2.046,1,1,1,0,0,0
Tx_Box(Clone),-0.51,1,-2.046,1,1,1,0,0,0
Tx_Box(Clone),0.49,1,-2.046,1,1,1,0,0,0
Tx_Box(Clone),1.49,1,-2.046,1,1,1,0,0,0
Tx_Box(Clone),2.49,1,-2.046,1,1,1,0,0,0
Tx_Box(Clone),-9.49,0.5,-2.07,1,1,1,0,0,0
Tx_Box(Clone),-8.49,0.5,-2.07,1,1,1,0,0,0
Tx_Box(Clone),-7.49,0.5,-2.07,1,1,1,0,0,0
Tx_Box(Clone),5.49,0.5,-3.67,1,1,1,0,0,0
Tx_Box(Clone),6.49,0.5,-3.67,1,1,1,0,0,0
Tx_Box(Clone),7.49,0.5,-3.67,1,1,1,0,0,0
Tx_Box(Clone),8.49,0.5,-3.67,1,1,1,0,0,0
Tx_Box(Clone),9.49,0.5,-3.67,1,1,1,0,0,0
Tx_Box(Clone),-4.996,0.868,-1.253,1,1,1,0.3490659,0,0
Tx_Box(Clone),-4.996,0.527,-0.314,1,1,1,0.3490659,0,0
Tx_Box(Clone),-4.996,0.187,0.623,1,1,1,0.3490659,0,0
